Region,Customer.ID,Customer.Name,Sales,rank
Africa,BM-15751,Brendan Murry,1368,191.0
Africa,DP-31651,David Philippe,1364,192.0
Africa,KM-63751,Katherine Murray,1355,193.0
Africa,MG-82051,Mitch Gastineau,1355,193.0
Africa,LO-71701,Lori Olson,1349,194.0
Africa,KL-66451,Ken Lonsdale,1340,195.0
Africa,DW-34801,Dianna Wilson,1339,196.0
Africa,SC-106951,Steve Chapman,1335,197.0
Africa,BH-17101,Brosina Hoffman,1333,198.0
Africa,NP-87001,Nora Preis,1330,199.0
Africa,BN-14701,Brad Norvell,1325,200.0
Africa,MC-72751,Marc Crier,1324,201.0
Africa,LS-69451,Linda Southworth,1321,202.0
Africa,SB-101701,Sarah Bern,1321,202.0
Africa,CM-21901,Charlotte Melton,1317,203.0
Africa,JL-51301,Jack Lebron,1313,204.0
Africa,KH-63301,Katharine Harms,1311,205.0
Africa,MK-81601,Mike Kennedy,1310,206.0
Africa,LC-71401,Logan Currie,1309,207.0
Africa,CM-21151,Chad McGuire,1304,208.0
Africa,HH-50101,Hilary Holden,1296,209.0
Africa,LT-67651,Larry Tron,1279,210.0
Africa,AJ-7951,Anthony Johnson,1276,211.0
Africa,JG-51601,James Galang,1274,212.0
Africa,DV-30451,Darrin Van Huff,1269,213.0
Africa,EH-39451,Eric Hoffmann,1244,214.0
Africa,AR-3451,Alex Russell,1243,215.0
Africa,DA-34501,Dianna Arnett,1237,216.0
Africa,AS-451,Aaron Smayling,1234,217.0
Africa,MZ-75151,Mary Zewe,1234,217.0
Africa,MS-73651,Maribeth Schnelling,1233,218.0
Africa,KN-64501,Kean Nguyen,1221,219.0
Africa,CR-26251,Corey Roper,1216,220.0
Africa,JP-55201,Jeremy Pistek,1213,221.0
Africa,VM-118351,Vivian Mathis,1209,222.0
Africa,EJ-37201,Ed Jacobs,1204,223.0
Africa,JD-60151,Joy Daniels,1188,224.0
Africa,TS-113401,Toby Swindell,1173,225.0
Africa,EM-39601,Eric Murdock,1171,226.0
Africa,TT-112201,Thomas Thornton,1146,227.0
Africa,JS-60301,Joy Smith,1122,228.0
Africa,SD-104851,Shirley Daniels,1115,229.0
Africa,GT-46351,Grant Thornton,1113,230.0
Africa,KB-63151,Karl Braun,1109,231.0
Africa,DP-30001,Darren Powers,1107,232.0
Africa,PW-92401,Pierre Wener,1097,233.0
Africa,DR-28801,Dan Reichenbach,1091,234.0
Africa,EH-41251,Eugene Hildebrand,1087,235.0
Africa,MJ-77401,Max Jones,1080,236.0
Africa,JK-60901,Juliana Krohn,1078,237.0
Africa,PO-88501,Patrick O'Brill,1076,238.0
Africa,HG-50251,Hunter Glantz,1057,239.0
Africa,SJ-101251,Sanjit Jacobs,1050,240.0
Africa,DF-31351,David Flashing,1049,241.0
Africa,SF-102001,Sarah Foster,1049,241.0
Africa,PC-90001,Pauline Chand,1040,242.0
Africa,SK-99901,Sally Knutson,1032,243.0
Africa,PN-87751,Parhena Norris,1024,244.0
Africa,BS-16651,Brian Stugart,1016,245.0
Africa,ZD-119251,Zuschuss Donatelli,1016,245.0
Africa,RA-99451,Ryan Akin,1012,246.0
Africa,BF-9751,Barbara Fisher,1009,247.0
Africa,CD-19801,Carol Darley,996,248.0
Africa,Dl-36001,Dorris liebe,993,249.0
Africa,CR-27301,Craig Reiter,986,250.0
Africa,ML-82651,Muhammed Lee,984,251.0
Africa,EH-40051,Erica Hernandez,976,252.0
Africa,JS-58801,John Stevenson,973,253.0
Africa,AR-5701,Anemone Ratner,970,254.0
Africa,LH-70201,Lisa Hazard,969,255.0
Africa,MM-79201,Michael Moore,968,256.0
Africa,SG-106051,Speros Goranitis,968,256.0
Africa,GH-44101,Gary Hansen,967,257.0
Africa,DM-30151,Darrin Martin,966,258.0
Africa,ES-40801,Erin Smith,960,259.0
Africa,RS-97651,Roland Schwarz,960,259.0
Africa,JD-57901,John Dryer,959,260.0
Africa,TB-116251,Trudy Brown,956,261.0
Africa,AH-6901,Anna HÃ¤berlin,948,262.0
Africa,FC-42451,Frank Carlisle,946,263.0
Africa,MP-81751,Mike Pelletier,944,264.0
Africa,MH-81151,Mick Hernandez,942,265.0
Africa,KT-64651,Kean Takahito,939,266.0
Africa,KD-64951,Keith Dawkins,938,267.0
Africa,BE-14551,Brad Eason,937,268.0
Africa,ML-77551,Max Ludwig,937,268.0
Africa,SB-101851,Sarah Brown,935,269.0
Africa,JL-55051,Jeremy Lonsdale,927,270.0
Africa,DL-28651,Dan Lawera,926,271.0
Africa,CS-23551,Christine Sundaresam,925,272.0
Africa,VW-117751,Victoria Wilson,925,272.0
Africa,CW-19051,Carl Weiss,922,273.0
Africa,JH-58201,John Huston,920,274.0
Africa,BT-13051,Beth Thompson,916,275.0
Africa,LS-72451,Lynn Smith,915,276.0
Africa,CD-27901,Cynthia Delaney,910,277.0
Africa,JJ-57601,Joel Jenkins,908,278.0
Africa,NS-85051,Neola Schneider,901,279.0
Africa,LW-72151,Luke Weiss,896,280.0
Africa,JC-53851,Jenna Caffey,893,281.0
Africa,AH-5851,Angele Hood,889,282.0
Africa,SS-105901,Sonia Sunley,884,283.0
Africa,DM-29551,Dario Medina,878,284.0
Africa,EB-41701,Evan Bailliet,872,285.0
Africa,JA-59701,Joseph Airdo,872,285.0
Africa,KB-62401,Karen Bern,868,286.0
Africa,RE-94051,Ricardo Emerson,868,286.0
Africa,SF-109651,Sylvia Foulston,868,286.0
Africa,AM-7051,Anne McFarland,867,287.0
Africa,AG-3001,Aleksandra Gannaway,866,288.0
Africa,PM-89401,Paul MacIntyre,863,289.0
Africa,CS-18601,Cari Schnelling,861,290.0
Africa,SV-108151,Stuart Van,858,291.0
Africa,AC-4201,Alyssa Crouse,841,292.0
Africa,JG-51151,Jack Garza,836,293.0
Africa,DK-32251,Dean Katz,822,294.0
Africa,LH-69001,Lena Hernandez,815,295.0
Africa,BS-13651,Bill Shonely,807,296.0
Africa,PT-90901,Pete Takahito,804,297.0
Africa,AG-5251,Andy Gerbode,802,298.0
Africa,NF-85951,Nicole Fjeld,801,299.0
Africa,DB-29101,Daniel Byrd,792,300.0
Africa,JH-54301,Jennifer Halladay,790,301.0
Africa,SG-100801,Sandra Glassco,788,302.0
Africa,JB-60001,Joy Bell-,786,303.0
Africa,NC-85351,Nick Crebassa,782,304.0
Africa,ST-105301,Shui Tom,777,305.0
Africa,AG-6751,Anna Gayman,774,306.0
Africa,BN-15151,Bradley Nguyen,773,307.0
Africa,AG-7651,Anthony Garverick,769,308.0
Africa,MC-75751,Matt Collins,761,309.0
Africa,Co-26401,Corey-Lock,755,310.0
Africa,JS-59401,Joni Sundaresam,755,310.0
Africa,NF-84751,Neil FranzÃ¶sisch,755,310.0
Africa,TP-111301,Theone Pippenger,748,311.0
Africa,PM-91351,Peter McVee,746,312.0
Africa,LB-67351,Larry Blacks,743,313.0
Africa,SW-103501,Sean Wendt,743,313.0
Africa,CA-27751,Cynthia Arntzen,742,314.0
Africa,DN-36901,Duane Noonan,735,315.0
Africa,MD-73501,Maribeth Dona,732,316.0
Africa,JL-58351,John Lee,731,317.0
Africa,SN-105601,Skye Norling,729,318.0
Africa,DB-36601,Duane Benoit,728,319.0
Africa,SC-100951,Sanjit Chand,717,320.0
Africa,DL-33151,Delfina Latchford,715,321.0
Africa,JM-55801,Jill Matthias,715,321.0
Africa,DP-33901,Dennis Pardue,714,322.0
Africa,PF-91201,Peter Fuller,714,322.0
Africa,MO-79501,Michael Oakman,712,323.0
Africa,TB-112801,Toby Braunhardt,710,324.0
Africa,JF-54901,Jeremy Farry,709,325.0
Africa,RM-93751,Raymond Messe,709,325.0
Africa,JM-52651,Janet Molinari,708,326.0
Africa,BE-13351,Bill Eplett,705,327.0
Africa,BF-10051,Barry Franz,699,328.0
Africa,KC-62551,Karen Carlisle,698,329.0
Africa,JM-58651,John Murray,697,330.0
Africa,NS-86401,Noel Staavos,694,331.0
Africa,DS-30301,Darrin Sayre,691,332.0
Africa,JL-51751,James Lanier,691,332.0
Africa,RF-93451,Randy Ferguson,688,333.0
Africa,MM-80551,Michelle Moray,686,334.0
Africa,FW-43951,Fred Wasserman,683,335.0
Africa,JF-52951,Jason Fortune-,681,336.0
Africa,TS-110851,Thais Sissman,677,337.0
Africa,MW-82351,Mitch Willingham,675,338.0
Africa,MS-79801,Michael Stewart,673,339.0
Africa,AF-8701,Art Ferguson,672,340.0
Africa,CC-21451,Charles Crestani,671,341.0
Africa,AC-4501,Amy Cox,670,342.0
Africa,SG-104701,Sheri Gordon,666,343.0
Africa,MM-82801,Muhammed MacIntyre,664,344.0
Africa,DB-32701,Deborah Brumfield,662,345.0
Africa,AY-5551,Andy Yotov,660,346.0
Africa,CC-26701,Craig Carreira,658,347.0
Africa,DL-34951,Dionis Lloyd,655,348.0
Africa,GK-46201,Grace Kelly,649,349.0
Africa,TS-111601,Theresa Swint,646,350.0
Africa,JW-60751,Julia West,644,351.0
Africa,EM-41401,Eugene Moren,639,352.0
Africa,MV-74851,Mark Van Huff,636,353.0
Africa,EH-39901,Erica Hackney,635,354.0
Africa,MC-76351,Matthew Clasen,634,355.0
Africa,NB-85801,Nicole Brennan,633,356.0
Africa,DB-30601,Dave Brooks,631,357.0
Africa,CM-27151,Craig Molinari,629,358.0
Africa,JK-61201,Julie Kriz,625,359.0
Africa,PJ-90151,Pauline Johnson,623,360.0
Africa,JK-52051,Jamie Kunitz,621,361.0
Africa,JR-62101,Justin Ritter,617,362.0
Africa,JE-56101,Jim Epp,613,363.0
Africa,SC-108451,Sung Chung,613,363.0
Africa,SW-107551,Steven Ward,610,364.0
Africa,RD-94801,Rick Duston,609,365.0
Africa,HP-48151,Harold Pawlan,608,366.0
Africa,KB-66001,Ken Brennan,608,366.0
Africa,EH-37651,Edward Hooks,605,367.0
Africa,TP-114151,Tom Prescott,605,367.0
Africa,CR-28201,Cyra Reiten,600,368.0
Africa,JL-58501,John Lucas,599,369.0
Africa,GM-44401,Gary McGarr,596,370.0
Africa,BD-16351,Brian Derr,592,371.0
Africa,TC-109801,Tamara Chand,587,372.0
Africa,RH-95101,Rick Huthwaite,585,373.0
Africa,SF-100651,Sandra Flanagan,585,373.0
Africa,TS-112051,Thomas Seio,584,374.0
Africa,PJ-88351,Patrick Jones,581,375.0
Africa,BP-11851,Ben Peterman,580,376.0
Africa,MO-75001,Mary O'Rourke,580,376.0
Africa,JF-53551,Jay Fein,575,377.0
Africa,DC-32851,Debra Catini,574,378.0
Africa,KE-64201,Katrina Edelman,573,379.0
Africa,MS-75301,MaryBeth Skach,569,380.0
Africa,CD-22801,Christina DeMoss,566,381.0
Africa,GW-46051,Giulietta Weimer,565,382.0
Africa,LA-67801,Laura Armstrong,559,383.0
Africa,MA-75601,Matt Abelman,559,383.0
Africa,MG-76951,Maureen Gnade,557,384.0
Africa,CM-23851,Christopher Martinez,553,385.0
Africa,KW-65701,Kelly Williams,549,386.0
Africa,RW-96301,Rob Williams,546,387.0
Africa,VF-117151,Vicky Freymann,543,388.0
Africa,BT-14401,Bobby Trafton,541,389.0
Africa,AH-4651,Amy Hunt,540,390.0
Africa,AT-4351,Alyssa Tate,540,390.0
Africa,JM-61951,Justin MacKendrick,535,391.0
Africa,CS-19501,Carlos Soltero,533,392.0
Africa,PK-90751,Pete Kriz,533,392.0
Africa,PS-87601,Pamela Stobb,531,393.0
Africa,CH-20701,Cathy Hwang,528,394.0
Africa,TB-111751,Thomas Boland,528,394.0
Africa,TS-114301,Tom Stivers,523,395.0
Africa,GM-46801,Greg Matthias,522,396.0
Africa,SH-99751,Sally Hughsby,520,397.0
Africa,PR-88801,Patrick Ryan,517,398.0
Africa,ME-77251,Max Engle,514,399.0
Africa,AG-3301,Alex Grayson,513,400.0
Africa,CC-21001,Chad Cunningham,513,400.0
Africa,PW-90301,Pauline Webber,509,401.0
Africa,BB-9901,Barry Blumstein,507,402.0
Africa,LS-72301,Lycoris Saunders,505,403.0
Africa,SA-108301,Sue Ann Reed,505,403.0
Africa,SP-108601,Sung Pak,503,404.0
Africa,JE-57451,Joel Eaton,499,405.0
Africa,ML-73951,Marina Lichtenstein,497,406.0
Africa,AA-4801,Andrew Allen,496,407.0
Africa,SS-108751,Sung Shariari,489,408.0
Africa,BT-16801,Brian Thompson,482,409.0
Africa,PG-88951,Paul Gonzalez,482,409.0
Africa,MC-75901,Matt Collister,481,410.0
Africa,BO-13501,Bill Overfelt,477,411.0
Africa,GM-46951,Greg Maxwell,474,412.0
Africa,AG-4951,Andrew Gjertsen,469,413.0
Africa,TG-116401,Trudy Glocke,469,413.0
Africa,RS-98701,Roy Skaria,467,414.0
Africa,CS-21301,Chad Sievert,466,415.0
Africa,ER-38551,Elpida Rittenbach,464,416.0
Africa,PG-88201,Patrick Gardner,459,417.0
Africa,SG-108901,Susan Gilcrest,459,417.0
Africa,MH-74551,Mark Hamilton,457,418.0
Africa,MH-80251,Michelle Huthwaite,451,419.0
Africa,TC-114751,Tony Chapman,448,420.0
Africa,HW-49351,Helen Wasserman,443,421.0
Africa,AS-901,Adam Shillingsburg,436,422.0
Africa,AM-3601,Alice McCarthy,435,423.0
Africa,CA-19651,Carol Adams,435,423.0
Africa,DW-35851,Dorothy Wardle,435,423.0
Africa,SP-106501,Stephanie Phelps,431,424.0
Africa,NG-84301,Nathan Gelder,430,425.0
Africa,BD-16201,Brian DeCherney,429,426.0
Africa,JC-53401,Jasper Cacioppo,427,427.0
Africa,KW-64351,Katrina Willman,427,427.0
Africa,TB-111901,Thomas Brumley,424,428.0
Africa,AP-7201,Anne Pryor,423,429.0
Africa,ME-73201,Maria Etezadi,419,430.0
Africa,SP-105451,Sibella Parks,419,430.0
Africa,RB-94651,Rick Bensley,418,431.0
Africa,TC-111451,Theresa Coyne,417,432.0
Africa,PO-91801,Philisse Overcash,416,433.0
Africa,AG-3901,Allen Goldenen,414,434.0
Africa,BP-10951,Bart Pistole,414,434.0
Africa,AW-9301,Arthur Wiediger,413,435.0
Africa,BG-16951,Brooke Gillingham,413,435.0
Africa,CM-26551,Corinna Mitchell,412,436.0
Africa,BW-11101,Bart Watters,411,437.0
Africa,CJ-18751,Carl Jackson,411,437.0
Africa,SZ-100351,Sam Zeldin,409,438.0
Africa,KA-65251,Kelly Andreada,407,439.0
Africa,KH-66901,Kristen Hastings,405,440.0
Africa,BF-12151,Benjamin Farhat,399,441.0
Africa,TS-116101,Troy Staebel,397,442.0
Africa,PB-91501,Philip Brown,393,443.0
Africa,CM-18151,Candace McMahon,392,444.0
Africa,CV-22951,Christina VanderZanden,387,445.0
Africa,VB-117451,Victoria Brennan,386,446.0
Africa,MC-78451,Michael Chen,384,447.0
Africa,RK-93001,Ralph Kennedy,383,448.0
Africa,Dp-32401,Dean percer,382,449.0
Africa,GB-45301,George Bell,375,450.0
Africa,SS-105151,Shirley Schmidt,373,451.0
Africa,MH-76201,Matt Hagelstein,372,452.0
Africa,AR-5101,Andrew Roberts,371,453.0
Africa,DB-32101,Dean Braden,370,454.0
Africa,IL-51001,Ivan Liston,368,455.0
Africa,ES-40201,Erica Smith,367,456.0
Africa,AA-3751,Allen Armold,365,457.0
Africa,KD-63451,Katherine Ducich,364,458.0
Africa,GH-46651,Greg Hansen,361,459.0
Africa,ND-83701,Natalie DeCherney,360,460.0
Africa,NG-83551,Nat Gilpin,358,461.0
Africa,PF-92251,Phillip Flathmann,357,462.0
Africa,DL-29251,Daniel Lacy,356,463.0
Africa,JB-59251,Joni Blumstein,351,464.0
Africa,LF-71851,Luke Foster,351,464.0
Africa,MK-79051,Michael Kennedy,347,465.0
Africa,GH-44851,Gene Hale,346,466.0
Africa,ON-87151,Odella Nelson,346,466.0
Africa,MC-81301,Mike Caudle,345,467.0
Africa,MT-78151,Meg Tillman,344,468.0
Africa,BM-16501,Brian Moss,341,469.0
Africa,CM-24451,Chuck Magee,341,469.0
Africa,PS-90451,Penelope Sewall,341,469.0
Africa,KH-66301,Ken Heidel,340,470.0
Africa,NC-86251,Noah Childs,339,471.0
Africa,DM-33451,Denise Monton,334,472.0
Africa,DK-31501,David Kendrick,333,473.0
Africa,HR-48301,Harold Ryan,331,474.0
Africa,RS-94201,Ricardo Sperren,331,474.0
Africa,LW-68251,Laurel Workman,329,475.0
Africa,TS-113701,Todd Sumrall,329,475.0
Africa,FM-42901,Frank Merwin,327,476.0
Africa,AR-5401,Andy Reiter,325,477.0
Africa,CL-18901,Carl Ludwig,325,477.0
Africa,CA-22651,Christina Anderson,321,478.0
Africa,CC-25501,Clay Cheatham,321,478.0
Africa,KN-67051,Kristina Nunn,318,479.0
Africa,JC-57751,John Castell,314,480.0
Africa,LH-67501,Larry Hughes,312,481.0
Africa,TB-113551,Todd Boyes,311,482.0
Africa,MS-78301,Melanie Seite,305,483.0
Africa,NR-85501,Nick Radford,305,483.0
Africa,XP-118651,Xylona Preis,304,484.0
Africa,MG-76501,Matthew Grinstein,302,485.0
Africa,HK-48901,Heather Kirkland,301,486.0
Africa,MP-79651,Michael Paige,295,487.0
Africa,EP-39151,Emily Phan,294,488.0
Africa,LC-68701,Lena Cacioppo,294,488.0
Africa,RW-96901,Robert Waldorf,294,488.0
Africa,KF-62851,Karen Ferguson,291,489.0
Africa,NC-84151,Nathan Cano,287,490.0
Africa,TP-115651,Tracy Poddar,285,491.0
Africa,TM-114901,Tony Molinari,283,492.0
Africa,RD-99001,Ruben Dartt,280,493.0
Africa,SE-101101,Sanjit Engle,271,494.0
Africa,PB-92101,Phillip Breyer,270,495.0
Africa,BF-11701,Ben Ferrer,268,496.0
Africa,RB-95701,Rob Beeghly,267,497.0
